business_name,niche,city,zone,original_phone,normalized_phone,phone_source,google_maps_url,website_url,instagram,source_confidence,source_issue,recommended_action
Clínica Like U,Clínica estética,Querétaro,Juriquilla,442 317 2951,524423172951,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Like%20U%20Blvrd%20de%20la%20Campana%20952a%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Clínica Dermo Estética Dr. Rapha,Clínica estética,Querétaro,Juriquilla,446 142 0976,524461420976,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dermo%20Est%C3%A9tica%20Dr.%20Rapha%20SANTINI%2C%20Blvrd%20de%20la%20Campana%20101%20ESQUINA%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
BeautyFull Medicina Estetica,Clínica estética,CDMX,Polanco,55 1629 1792,525516291792,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=BeautyFull%20Medicina%20Estetica%20Av%20Moliere%20310%20cl%C3%ADnica%20est%C3%A9tica%20Polanco%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Acéntua Medicina Estética,Clínica estética,San Pedro Garza García,San Pedro,81 2629 4242,528126294242,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Ac%C3%A9ntua%20Medicina%20Est%C3%A9tica%20Av.%20Manuel%20G%C3%B3mez%20Mor%C3%ADn%202111%20cl%C3%ADnica%20est%C3%A9tica%20San%20Pedro%20Garza%20Garc%C3%ADa,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Casa del Arquitecto,Arquitectura/interiorismo,CDMX,Roma Norte,55 5211 6051,525552116051,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Casa%20del%20Arquitecto%20Av.%20Veracruz%2024%20arquitecto%20interiorismo%20Roma%20Norte%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Fisioterapia y Rehabilitación Vertiz Narvarte,Fisioterapia,CDMX,Narvarte,55 1859 3073,525518593073,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Vertiz%20Narvarte%20DR%20vertiz%2C%20C.%20Dr.%20Jos%C3%A9%20Mar%C3%ADa%20V%C3%A9rtiz%20636%2C%20LT%20dr%20fisioterapia%20Narvarte%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Psicame. Psicóloga,Psicología premium,CDMX,Del Valle,442 119 3848,524421193848,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Psicame.%20Psic%C3%B3loga%20F%C3%A9liz%20Cuevas%2C%20Dr.%20Roberto%20Gayol%20520-Entrada%20por%20psic%C3%B3logo%20Del%20Valle%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
"Mover-T, Clínica de Fisioterapia Integral",Fisioterapia,CDMX,Narvarte,55 7042 2895,525570422895,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Mover-T%2C%20Cl%C3%ADnica%20de%20Fisioterapia%20Integral%20Pilares%20506%20fisioterapia%20Narvarte%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Yuvā Medicina Estética,Clínica estética,CDMX,Roma Norte,55 6543 8248,525565438248,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Yuv%C4%81%20Medicina%20Est%C3%A9tica%20M%C3%A9rida%20255%20cl%C3%ADnica%20est%C3%A9tica%20Roma%20Norte%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
18setenta CDMX,Arquitectura/interiorismo,CDMX,Polanco,55 9079 0613,525590790613,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=18setenta%20CDMX%20Av%20Moliere%20129%20dise%C3%B1o%20interior%20Polanco%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Clínica Dental Condesa,Dental,CDMX,Condesa,55 5286 5223,525552865223,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dental%20Condesa%20Av.%20Veracruz%2028%20B%20dentista%20Condesa%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Ethos Consultorio Odontológico,Dental,CDMX,Coyoacán,,,,https://www.google.com/maps/search/?api=1&query=Ethos%20Consultorio%20Odontol%C3%B3gico%20Cuauht%C3%A9moc%2068%20dentista%20Coyoac%C3%A1n%20CDMX,,,low,missing_phone,Buscar teléfono público antes de verificar WhatsApp.
Estudio Fisio Coyoacán,Fisioterapia,CDMX,Coyoacán,55 2854 7347,525528547347,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Estudio%20Fisio%20Coyoac%C3%A1n%20Londres%20113%20fisioterapia%20Coyoac%C3%A1n%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Centro Refforza,Fisioterapia,CDMX,Condesa,55 5211 1078,525552111078,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=Centro%20Refforza%20Campeche%20289%20fisioterapia%20Condesa%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Óptica Mr Soul Eyewear,Óptica premium,CDMX,Condesa,55 7160 0243,525571600243,public_business_phone_field,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Mr%20Soul%20Eyewear%20%C3%81msterdam%20171%20Colonia%20%C3%B3ptica%20Condesa%20CDMX,,,high,valid_format_only,Pasar a verificación manual de WhatsApp.
Psicóloga Lola Hdz. Benito Juárez,Psicología premium,CDMX,Condesa,,,,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%20Tlaxcala%20177%20psic%C3%B3logo%20Condesa%20CDMX,,,low,missing_phone,Buscar teléfono público antes de verificar WhatsApp.
