verification_status,business_name,niche,city,zone,original_phone,normalized_phone,wa_check_url,google_maps_url,phone_source,source_confidence,notes,verified_at,verification_notes
pending_manual_check,Clínica Veterinaria Dr. Cabrera,Veterinaria,San Pedro Garza García,San Pedro,81 8040 8089,528180408089,https://wa.me/528180408089,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Veterinaria%20Dr.%20Cabrera%20%EF%95%8A%20%C2%B7%20Lazaro%20Garza%20Ayala%20155%2C%20entre%20Lic.%20Benito%20Juarez%20Sur%20y%20Morelos%20veterinaria%20San%20Pedro%20Garza%20Garc%C3%ADa,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; buena reputación en San Pedro.,,
pending_manual_check,Dental Valle Juriquilla,Dental,Querétaro,Juriquilla,729 524 5000,527295245000,https://wa.me/527295245000,https://www.google.com/maps/search/?api=1&query=Dental%20Valle%20Juriquilla%20Av.%20los%20Portones%201151-local%206%20dentista%20Juriquilla%20Quer%C3%A9taro,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; rating alto y teléfono visible.,,
pending_manual_check,Clínica Like U,Clínica estética,Querétaro,Juriquilla,442 317 2951,524423172951,https://wa.me/524423172951,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Like%20U%20Blvrd%20de%20la%20Campana%20952a%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; negocio visual donde una web puede mejorar confianza móvil.,,
pending_manual_check,Clínica Dermo Estética Dr. Rapha,Clínica estética,Querétaro,Juriquilla,446 142 0976,524461420976,https://wa.me/524461420976,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dermo%20Est%C3%A9tica%20Dr.%20Rapha%20SANTINI%2C%20Blvrd%20de%20la%20Campana%20101%20ESQUINA%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; clínica estética con teléfono y rating alto.,,
pending_manual_check,BeautyFull Medicina Estetica,Clínica estética,CDMX,Polanco,55 1629 1792,525516291792,https://wa.me/525516291792,https://www.google.com/maps/search/?api=1&query=BeautyFull%20Medicina%20Estetica%20Av%20Moliere%20310%20cl%C3%ADnica%20est%C3%A9tica%20Polanco%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; ubicación premium y servicio visualmente sensible.,,
pending_manual_check,Acéntua Medicina Estética,Clínica estética,San Pedro Garza García,San Pedro,81 2629 4242,528126294242,https://wa.me/528126294242,https://www.google.com/maps/search/?api=1&query=Ac%C3%A9ntua%20Medicina%20Est%C3%A9tica%20Av.%20Manuel%20G%C3%B3mez%20Mor%C3%ADn%202111%20cl%C3%ADnica%20est%C3%A9tica%20San%20Pedro%20Garza%20Garc%C3%ADa,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; nicho y zona de alto ticket potencial.,,
pending_manual_check,Casa del Arquitecto,Arquitectura/interiorismo,CDMX,Roma Norte,55 5211 6051,525552116051,https://wa.me/525552116051,https://www.google.com/maps/search/?api=1&query=Casa%20del%20Arquitecto%20Av.%20Veracruz%2024%20arquitecto%20interiorismo%20Roma%20Norte%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; nicho visual donde una página profesional puede elevar percepción.,,
pending_manual_check,Fisioterapia y Rehabilitación Vertiz Narvarte,Fisioterapia,CDMX,Narvarte,55 1859 3073,525518593073,https://wa.me/525518593073,https://www.google.com/maps/search/?api=1&query=Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Vertiz%20Narvarte%20DR%20vertiz%2C%20C.%20Dr.%20Jos%C3%A9%20Mar%C3%ADa%20V%C3%A9rtiz%20636%2C%20LT%20dr%20fisioterapia%20Narvarte%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; servicio de salud física con buena reputación local.,,
pending_manual_check,Psicame. Psicóloga,Psicología premium,CDMX,Del Valle,442 119 3848,524421193848,https://wa.me/524421193848,https://www.google.com/maps/search/?api=1&query=Psicame.%20Psic%C3%B3loga%20F%C3%A9liz%20Cuevas%2C%20Dr.%20Roberto%20Gayol%20520-Entrada%20por%20psic%C3%B3logo%20Del%20Valle%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; servicio profesional donde la claridad y discreción importan.,,
pending_manual_check,"Mover-T, Clínica de Fisioterapia Integral",Fisioterapia,CDMX,Narvarte,55 7042 2895,525570422895,https://wa.me/525570422895,https://www.google.com/maps/search/?api=1&query=Mover-T%2C%20Cl%C3%ADnica%20de%20Fisioterapia%20Integral%20Pilares%20506%20fisioterapia%20Narvarte%20CDMX,public_business_phone_field,medium,"Google Maps detail no mostró dominio oficial; oportunidad para ordenar servicios, ubicación y contacto.",,
pending_manual_check,Yuvā Medicina Estética,Clínica estética,CDMX,Roma Norte,55 6543 8248,525565438248,https://wa.me/525565438248,https://www.google.com/maps/search/?api=1&query=Yuv%C4%81%20Medicina%20Est%C3%A9tica%20M%C3%A9rida%20255%20cl%C3%ADnica%20est%C3%A9tica%20Roma%20Norte%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; clínica estética con rating alto en Roma Norte.,,
pending_manual_check,18setenta CDMX,Arquitectura/interiorismo,CDMX,Polanco,55 9079 0613,525590790613,https://wa.me/525590790613,https://www.google.com/maps/search/?api=1&query=18setenta%20CDMX%20Av%20Moliere%20129%20dise%C3%B1o%20interior%20Polanco%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; interiorismo requiere presentación visual cuidada.,,
pending_manual_check,Clínica Dental Condesa,Dental,CDMX,Condesa,55 5286 5223,525552865223,https://wa.me/525552865223,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dental%20Condesa%20Av.%20Veracruz%2028%20B%20dentista%20Condesa%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; rating perfecto aunque con menor volumen de reseñas.,,
pending_manual_check,Estudio Fisio Coyoacán,Fisioterapia,CDMX,Coyoacán,55 2854 7347,525528547347,https://wa.me/525528547347,https://www.google.com/maps/search/?api=1&query=Estudio%20Fisio%20Coyoac%C3%A1n%20Londres%20113%20fisioterapia%20Coyoac%C3%A1n%20CDMX,public_business_phone_field,medium,"Google Maps detail no mostró dominio oficial; oportunidad para explicar valoración, servicios y ubicación.",,
pending_manual_check,Centro Refforza,Fisioterapia,CDMX,Condesa,55 5211 1078,525552111078,https://wa.me/525552111078,https://www.google.com/maps/search/?api=1&query=Centro%20Refforza%20Campeche%20289%20fisioterapia%20Condesa%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; reseñas suficientes y zona atractiva.,,
pending_manual_check,Óptica Mr Soul Eyewear,Óptica premium,CDMX,Condesa,55 7160 0243,525571600243,https://wa.me/525571600243,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Mr%20Soul%20Eyewear%20%C3%81msterdam%20171%20Colonia%20%C3%B3ptica%20Condesa%20CDMX,public_business_phone_field,medium,Google Maps detail no mostró dominio oficial; producto visual donde una página con catálogo/servicios puede ayudar.,,
