priority,score,business_name,niche,city,zone,rating,reviews_count,website_status,website_url,google_maps_url,phone,email,instagram,contact_person,problem_detected,demo_url,homepage_url,first_message,verification_notes,last_checked
B,8,Un Rincon de Chile,Restaurante boutique,CDMX,Del Valle,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Un+Rincon+de+Chile+CDMX,55 5524 4039,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Restaurante El Amaranto,Restaurante boutique,CDMX,Del Valle,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Restaurante+El+Amaranto+CDMX,55 5539 5074,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Paradiso Gourmet,Restaurante boutique,CDMX,Polanco-Lomas,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Paradiso+Gourmet+CDMX,+52 55 5280 5902,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Angelopolitano,Restaurante boutique,CDMX,Roma-Condesa,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Angelopolitano+CDMX,5563912121,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Guzina Oaxaca,Restaurante boutique,CDMX,Polanco,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Guzina+Oaxaca+CDMX,5552821820,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,La Buena Barra,Restaurante boutique,CDMX,Polanco,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=La+Buena+Barra+CDMX,5552806699,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Publico,Restaurante boutique,CDMX,Polanco,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Publico+CDMX,5540001288,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Testal,Restaurante boutique,CDMX,Centro-Roma,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Testal+CDMX,+525555101358,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Mina la Antigua,Restaurante boutique,Guadalajara,Colonia Americana-Providencia,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Mina+la+Antigua+Guadalajara,+52 33 2315 2430,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Alta Fibra,Restaurante boutique,Guadalajara,Colonia Americana-Providencia,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Alta+Fibra+Guadalajara,+52 33 3124 1510,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/restaurante,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Servicios Veterinarios Rodríguez,Veterinaria,CDMX,Cuauhtémoc,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Servicios+Veterinarios+Rodriguez+CDMX,+5215555839768,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/veterinaria,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Centro Veterinario Norte,Veterinaria,CDMX,Peralvillo,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Centro+Veterinario+Norte+CDMX,+5215555173665,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/veterinaria,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Caninos & Felinos,Veterinaria,Guadalajara,Zapopan,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Caninos+Felinos+Zapopan,+52 33 31241227,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/veterinaria,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
B,8,Núcleo Médico Copérnico,Clínica estética,Guadalajara,Zapopan,,,"No website tag found in OpenStreetMap",,https://www.google.com/maps/search/?api=1&query=Nucleo+Medico+Copernico+Zapopan,+52 33 36281590,,,No público,Teléfono público y sin website registrado en OSM,https://nexo-local-studio-public.vercel.app/demos/estetica,https://nexo-local-studio-public.vercel.app,,Fuente pública OpenStreetMap; sin website/contact:website registrado; revisar manualmente antes de contactar.,2026-06-17
