source_file,business_name,normalized_business_name,phone,normalized_phone,google_maps_url,website_url,instagram
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Yuvā Medicina Estética,yuva medicina estetica,525565438248,525565438248,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,18setenta CDMX,18setenta cdmx,525590790613,525590790613,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Clínica Dental Condesa,clinica dental condesa,525552865223,525552865223,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Ethos Consultorio Odontológico,ethos consultorio odontologico,,,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Estudio Fisio Coyoacán,estudio fisio coyoacan,525528547347,525528547347,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Centro Refforza,centro refforza,525552111078,525552111078,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Óptica Mr Soul Eyewear,optica mr soul eyewear,525571600243,525571600243,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/phone_verification_report.before_number_verification.csv,Psicóloga Lola Hdz. Benito Juárez,psicologa lola hdz benito juarez,,,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Medical Glamour Polanco,medical glamour polanco,525527634703,525527634703,https://www.google.com/maps/search/?api=1&query=Medical%20Glamour%20Polanco%20Av%20Moliere%20107-2do%20piso%20cl%C3%ADnica%20est%C3%A9tica%20Polanco%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Dra. Shirley De Brito,dra shirley de brito,525514744809,525514744809,https://www.google.com/maps/search/?api=1&query=Dra.%20Shirley%20De%20Brito%20Av.%20Ej%C3%A9rcito%20Nacional%20Mexicano%201112-801%20dentista%20Polanco%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,"Dentista Juriquilla, Querétaro",dentista juriquilla queretaro,525549438421,525549438421,https://www.google.com/maps/search/?api=1&query=Dentista%20Juriquilla%2C%20Quer%C3%A9taro%20Blvd.%20Jurica%20la%20Campana%20903%20dentista%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Dentar Odontología Integral y Ortodoncia,dentar odontologia integral y ortodoncia,524461319916,524461319916,https://www.google.com/maps/search/?api=1&query=Dentar%20Odontolog%C3%ADa%20Integral%20y%20Ortodoncia%20Av.%20de%20las%20Ciencias%202070%20dentista%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Hospital Veterinario Narvarte,hospital veterinario narvarte,525555382388,525555382388,https://www.google.com/maps/search/?api=1&query=Hospital%20Veterinario%20Narvarte%20C.%20Dr.%20Jos%C3%A9%20Mar%C3%ADa%20V%C3%A9rtiz%20560%20veterinaria%20Narvarte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Dream Pets,dream pets,525561143300,525561143300,https://www.google.com/maps/search/?api=1&query=Dream%20Pets%20Diag.%20San%20Antonio%20911-interior%201%20veterinaria%20Narvarte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Clínica Veterinaria Coyoacán,clinica veterinaria coyoacan,525556883177,525556883177,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Veterinaria%20Coyoac%C3%A1n%20Av.%20Divisi%C3%B3n%20del%20Nte.%202638-segundo%20piso%20veterinaria%20Coyoac%C3%A1n%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Hospital Veterinario Providencia,hospital veterinario providencia,523336401037,523336401037,https://www.google.com/maps/search/?api=1&query=Hospital%20Veterinario%20Providencia%20%EF%95%8A%20%C2%B7%20Av.%20Manuel%20Acu%C3%B1a%202549%20veterinaria%20Providencia%20Guadalajara,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Vetleaf Veterinaria y Estética,vetleaf veterinaria y estetica,523343559053,523343559053,https://www.google.com/maps/search/?api=1&query=Vetleaf%20Veterinaria%20y%20Est%C3%A9tica%20C.%20Goya%20621%20veterinaria%20Providencia%20Guadalajara,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Dr. Neguib Villavicencio Raful,dr neguib villavicencio raful,525566126068,525566126068,https://www.google.com/maps/search/?api=1&query=Dr.%20Neguib%20Villavicencio%20Raful%20World%20Trade%20Center%2C%20Torre%20M%C3%A9dica%20Momentum%2C%20P.%C2%BA%20de%20la%20Rep%C3%BAblica%2013020%20dentista%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,NUTRIÓLOGA Brenda Núñez,nutriologa brenda nunez,525514986180,525514986180,https://www.google.com/maps/search/?api=1&query=NUTRI%C3%93LOGA%20Brenda%20N%C3%BA%C3%B1ez%20C.%20Chilpancingo%2051%20nutri%C3%B3loga%20Condesa%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Fisioterapia/ rehabilitacion/terapia física y estimulación temprana Dra. Yaqui Ortega,fisioterapia rehabilitacion terapia fisica y estimulacion temprana dra yaqui ortega,524521694879,524521694879,https://www.google.com/maps/search/?api=1&query=Fisioterapia%2F%20rehabilitacion%2Fterapia%20f%C3%ADsica%20y%20estimulaci%C3%B3n%20temprana%20Dra.%20Yaqui%20Ortega%20Av.%20Coyoac%C3%A1n%201878-consultorio%201402%20fisioterapia%20Coyoac%C3%A1n%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Clínica Veterinaria Dr. Cabrera,clinica veterinaria dr cabrera,528180408089,528180408089,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Veterinaria%20Dr.%20Cabrera%20%EF%95%8A%20%C2%B7%20Lazaro%20Garza%20Ayala%20155%2C%20entre%20Lic.%20Benito%20Juarez%20Sur%20y%20Morelos%20veterinaria%20San%20Pedro%20Garza%20Garc%C3%ADa,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Dental Valle Juriquilla,dental valle juriquilla,527295245000,527295245000,https://www.google.com/maps/search/?api=1&query=Dental%20Valle%20Juriquilla%20Av.%20los%20Portones%201151-local%206%20dentista%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Clínica Like U,clinica like u,524423172951,524423172951,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Like%20U%20Blvrd%20de%20la%20Campana%20952a%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Clínica Dermo Estética Dr. Rapha,clinica dermo estetica dr rapha,524461420976,524461420976,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dermo%20Est%C3%A9tica%20Dr.%20Rapha%20SANTINI%2C%20Blvrd%20de%20la%20Campana%20101%20ESQUINA%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,BeautyFull Medicina Estetica,beautyfull medicina estetica,525516291792,525516291792,https://www.google.com/maps/search/?api=1&query=BeautyFull%20Medicina%20Estetica%20Av%20Moliere%20310%20cl%C3%ADnica%20est%C3%A9tica%20Polanco%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Acéntua Medicina Estética,acentua medicina estetica,528126294242,528126294242,https://www.google.com/maps/search/?api=1&query=Ac%C3%A9ntua%20Medicina%20Est%C3%A9tica%20Av.%20Manuel%20G%C3%B3mez%20Mor%C3%ADn%202111%20cl%C3%ADnica%20est%C3%A9tica%20San%20Pedro%20Garza%20Garc%C3%ADa,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Casa del Arquitecto,casa del arquitecto,525552116051,525552116051,https://www.google.com/maps/search/?api=1&query=Casa%20del%20Arquitecto%20Av.%20Veracruz%2024%20arquitecto%20interiorismo%20Roma%20Norte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Fisioterapia y Rehabilitación Vertiz Narvarte,fisioterapia y rehabilitacion vertiz narvarte,525518593073,525518593073,https://www.google.com/maps/search/?api=1&query=Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Vertiz%20Narvarte%20DR%20vertiz%2C%20C.%20Dr.%20Jos%C3%A9%20Mar%C3%ADa%20V%C3%A9rtiz%20636%2C%20LT%20dr%20fisioterapia%20Narvarte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Psicame. Psicóloga,psicame psicologa,524421193848,524421193848,https://www.google.com/maps/search/?api=1&query=Psicame.%20Psic%C3%B3loga%20F%C3%A9liz%20Cuevas%2C%20Dr.%20Roberto%20Gayol%20520-Entrada%20por%20psic%C3%B3logo%20Del%20Valle%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,"Mover-T, Clínica de Fisioterapia Integral",mover t clinica de fisioterapia integral,525570422895,525570422895,https://www.google.com/maps/search/?api=1&query=Mover-T%2C%20Cl%C3%ADnica%20de%20Fisioterapia%20Integral%20Pilares%20506%20fisioterapia%20Narvarte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Yuvā Medicina Estética,yuva medicina estetica,525565438248,525565438248,https://www.google.com/maps/search/?api=1&query=Yuv%C4%81%20Medicina%20Est%C3%A9tica%20M%C3%A9rida%20255%20cl%C3%ADnica%20est%C3%A9tica%20Roma%20Norte%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,18setenta CDMX,18setenta cdmx,525590790613,525590790613,https://www.google.com/maps/search/?api=1&query=18setenta%20CDMX%20Av%20Moliere%20129%20dise%C3%B1o%20interior%20Polanco%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Clínica Dental Condesa,clinica dental condesa,525552865223,525552865223,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dental%20Condesa%20Av.%20Veracruz%2028%20B%20dentista%20Condesa%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Ethos Consultorio Odontológico,ethos consultorio odontologico,,,https://www.google.com/maps/search/?api=1&query=Ethos%20Consultorio%20Odontol%C3%B3gico%20Cuauht%C3%A9moc%2068%20dentista%20Coyoac%C3%A1n%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Estudio Fisio Coyoacán,estudio fisio coyoacan,525528547347,525528547347,https://www.google.com/maps/search/?api=1&query=Estudio%20Fisio%20Coyoac%C3%A1n%20Londres%20113%20fisioterapia%20Coyoac%C3%A1n%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Centro Refforza,centro refforza,525552111078,525552111078,https://www.google.com/maps/search/?api=1&query=Centro%20Refforza%20Campeche%20289%20fisioterapia%20Condesa%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Óptica Mr Soul Eyewear,optica mr soul eyewear,525571600243,525571600243,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Mr%20Soul%20Eyewear%20%C3%81msterdam%20171%20Colonia%20%C3%B3ptica%20Condesa%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_manual_channels.before_number_verification.csv,Psicóloga Lola Hdz. Benito Juárez,psicologa lola hdz benito juarez,,,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%20Tlaxcala%20177%20psic%C3%B3logo%20Condesa%20CDMX,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Medical Glamour Polanco,medical glamour polanco,525527634703,525527634703,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Dra. Shirley De Brito,dra shirley de brito,525514744809,525514744809,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,"Dentista Juriquilla, Querétaro",dentista juriquilla queretaro,525549438421,525549438421,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Dentar Odontología Integral y Ortodoncia,dentar odontologia integral y ortodoncia,524461319916,524461319916,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Hospital Veterinario Narvarte,hospital veterinario narvarte,525555382388,525555382388,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Dream Pets,dream pets,525561143300,525561143300,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Clínica Veterinaria Coyoacán,clinica veterinaria coyoacan,525556883177,525556883177,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Hospital Veterinario Providencia,hospital veterinario providencia,523336401037,523336401037,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Vetleaf Veterinaria y Estética,vetleaf veterinaria y estetica,523343559053,523343559053,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Dr. Neguib Villavicencio Raful,dr neguib villavicencio raful,525566126068,525566126068,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,NUTRIÓLOGA Brenda Núñez,nutriologa brenda nunez,525514986180,525514986180,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Fisioterapia/ rehabilitacion/terapia física y estimulación temprana Dra. Yaqui Ortega,fisioterapia rehabilitacion terapia fisica y estimulacion temprana dra yaqui ortega,524521694879,524521694879,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Clínica Veterinaria Dr. Cabrera,clinica veterinaria dr cabrera,528180408089,528180408089,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Dental Valle Juriquilla,dental valle juriquilla,527295245000,527295245000,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Clínica Like U,clinica like u,524423172951,524423172951,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Clínica Dermo Estética Dr. Rapha,clinica dermo estetica dr rapha,524461420976,524461420976,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,BeautyFull Medicina Estetica,beautyfull medicina estetica,525516291792,525516291792,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Acéntua Medicina Estética,acentua medicina estetica,528126294242,528126294242,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Casa del Arquitecto,casa del arquitecto,525552116051,525552116051,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Fisioterapia y Rehabilitación Vertiz Narvarte,fisioterapia y rehabilitacion vertiz narvarte,525518593073,525518593073,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Psicame. Psicóloga,psicame psicologa,524421193848,524421193848,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,"Mover-T, Clínica de Fisioterapia Integral",mover t clinica de fisioterapia integral,525570422895,525570422895,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Yuvā Medicina Estética,yuva medicina estetica,525565438248,525565438248,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,18setenta CDMX,18setenta cdmx,525590790613,525590790613,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Clínica Dental Condesa,clinica dental condesa,525552865223,525552865223,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Ethos Consultorio Odontológico,ethos consultorio odontologico,,,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Estudio Fisio Coyoacán,estudio fisio coyoacan,525528547347,525528547347,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Centro Refforza,centro refforza,525552111078,525552111078,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Óptica Mr Soul Eyewear,optica mr soul eyewear,525571600243,525571600243,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/backups/whatsapp_outreach_queue.before_number_verification.csv,Psicóloga Lola Hdz. Benito Juárez,psicologa lola hdz benito juarez,,,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Holiday Inn Monterrey Valle,holiday inn monterrey valle,528181330808,528181330808,,https://www.ihg.com/holidayinn/hotels/us/en/monterrey/mtyzv/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-MX-_-MTYZV,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Camino Real Monterrey,camino real monterrey,528552665203,528552665203,,https://www.caminoreal.com/en/caminoreal/camino-real-monterrey,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,"MS Milenium Monterrey, Curio Collection by Hilton",ms milenium monterrey curio collection by hilton,528183686000,528183686000,,https://www.hilton.com/en/hotels/mtymmqq-ms-milenium-monterrey/?SEO_id=GMB-AMER-QQ-MTYMMQQ&y_source=1_MTkxMjM4MzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Quinta Real Monterrey,quinta real monterrey,528552665203,528552665203,,https://www.caminoreal.com/en/quintareal/quinta-real-monterrey,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Safi Valle,safi valle,528181007080,528181007080,,https://safihotel.com/en/safi-monterrey-valle/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Antaris Valle,antaris valle,528181740000,528181740000,,https://hotelantaris.com/valle/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,H-E-B,h e b,528181531190,528181531190,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,NH Collection Monterrey San Pedro,nh collection monterrey san pedro,528181731800,528181731800,,https://www.nh-hotels.com/hotel/nh-collection-monterrey-san-pedro?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Comfort Inn Monterrey Valle,comfort inn monterrey valle,528181335133,528181335133,,https://www.civalle.com/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Xoles Consultores,xoles consultores,528183577602,528183577602,,https://xoles.com/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Smile & Sense,smile sense,01 81 8175 1705,018181751705,,https://keepsmiling.mx/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Hyundai CLEBER Valle Oriente,hyundai cleber valle oriente,528119707979,528119707979,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Boston Consulting Group,boston consulting group,528183686200,528183686200,,https://www.bcg.com/offices/monterrey/default.aspx,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Station 24,station 24,528114172639,528114172639,,https://station24.com.mx/,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,HEB,heb,528181539675,528181539675,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Elevenminds,elevenminds,018117396860,018117396860,,http://www.elevenminds.com,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Los Mokajetes Valle,los mokajetes valle,528181922000,528181922000,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Brasa,brasa,528120746785,528120746785,,,
/Users/rubenalcantar/Downloads/nexo-local-studio/outreach/campaigns/campaign_02_50_prospects/excluded_candidates.csv,Grand Fiesta Americana Monterrey Valle,grand fiesta americana monterrey valle,528116467000,528116467000,,https://www.grandfiestamericana.com/hoteles-y-resorts/grand-fiesta-americana-monterrey-valle,
