business_name,niche,country,city,zone,original_phone,normalized_phone,phone_status,phone_source,source_confidence,source_url,google_maps_url,website_status,source_issue,recommended_action
Consultorio Medico Homeopatico,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3202 6600,525532026600,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12554561510,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico%20Homeopatico%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Botiquín Médico Parroquia De Nuestra Señora De Guadalupe,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5295 0199,525552950199,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12554693974,https://www.google.com/maps/search/?api=1&query=Botiqu%C3%ADn%20M%C3%A9dico%20Parroquia%20De%20Nuestra%20Se%C3%B1ora%20De%20Guadalupe%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental Salud Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7113 7640,525571137640,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12572852950,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Salud%20Dental%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental La Loma,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2300 5216,525523005216,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12574232407,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20La%20Loma%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Medico Country,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5454 7182,525554547182,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12574511580,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico%20Country%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental Juarez,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5312 0846,525553120846,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12590393163,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Juarez%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Óptica Aris Visión,Óptica/Oftalmología premium,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5304 4557,525553044557,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12590408597,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Aris%20Visi%C3%B3n%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Taquería El Pastorcito Suzo,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5516 6955,525555166955,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/13956256646,https://www.google.com/maps/search/?api=1&query=Taquer%C3%ADa%20El%20Pastorcito%20Suzo%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
El Habanerito,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 7314 5653,525573145653,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/13994166401,https://www.google.com/maps/search/?api=1&query=El%20Habanerito%20Ciudad%20de%20M%C3%A9xico%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Optica Mili,Óptica/Oftalmología premium,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 1845 0207,525518450207,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12508484179,https://www.google.com/maps/search/?api=1&query=Optica%20Mili%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Optica Creacion Visual,Óptica/Oftalmología premium,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 5302 6968,525553026968,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12518872576,https://www.google.com/maps/search/?api=1&query=Optica%20Creacion%20Visual%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Dental Familiar Angeles,Dental,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 1476 7073,525514767073,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12542972968,https://www.google.com/maps/search/?api=1&query=Dental%20Familiar%20Angeles%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental Smle Dental,Dental,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 3491 9881,525534919881,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12550183807,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Smle%20Dental%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Clinica De Maternidad,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 3599 0018,525535990018,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12551383521,https://www.google.com/maps/search/?api=1&query=Clinica%20De%20Maternidad%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Centro Terapeutico,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 4997 7867,525549977867,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12564711647,https://www.google.com/maps/search/?api=1&query=Centro%20Terapeutico%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Veterinario,Veterinaria,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 5302 7225,525553027225,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12574310795,https://www.google.com/maps/search/?api=1&query=Veterinario%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dif,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 2878 4133,525528784133,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12594408217,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dif%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Centro Podológico Zavapieds,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,+52 55 2618 2636,525526182636,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12596194214,https://www.google.com/maps/search/?api=1&query=Centro%20Podol%C3%B3gico%20Zavapieds%20Huixquilucan%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Vegan Munch,Restaurante boutique,Mexico,San Pedro Garza García,San Pedro/Valle Oriente/Centrito,+52 81 3715 7357,528137157357,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/5258470816,https://www.google.com/maps/search/?api=1&query=Vegan%20Munch%20San%20Pedro%20Garza%20Garc%C3%ADa%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Pizzarnik,Restaurante boutique,Mexico,San Pedro Garza García,San Pedro/Valle Oriente/Centrito,+52 999 970 3390,529999703390,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/13966442201,https://www.google.com/maps/search/?api=1&query=Pizzarnik%20San%20Pedro%20Garza%20Garc%C3%ADa%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Northeast BBQ,Restaurante boutique,Mexico,San Pedro Garza García,San Pedro/Valle Oriente/Centrito,+52 81 3132 7619,528131327619,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/13968918154,https://www.google.com/maps/search/?api=1&query=Northeast%20BBQ%20San%20Pedro%20Garza%20Garc%C3%ADa%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
El Arbol,Restaurante boutique,Mexico,Mérida,Mérida Norte/Altabrisa/Montebello/Temozón,+52 999 925 3849,529999253849,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/14007750321,https://www.google.com/maps/search/?api=1&query=El%20Arbol%20M%C3%A9rida%20Mexico,Only Instagram/Facebook,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Amoroso,Restaurante boutique,Mexico,Mérida,Mérida Norte/Altabrisa/Montebello/Temozón,+52 999 164 0608,529991640608,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/14021068690,https://www.google.com/maps/search/?api=1&query=Amoroso%20M%C3%A9rida%20Mexico,Only Instagram/Facebook,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Italiannis,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 848 2678,529988482678,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/1033038092,https://www.google.com/maps/search/?api=1&query=Italiannis%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Mandinga,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+529988801771,529988801771,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/3645121691,https://www.google.com/maps/search/?api=1&query=Mandinga%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Pescaditos,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+529983420261,529983420261,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/4255663389,https://www.google.com/maps/search/?api=1&query=Pescaditos%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
El Pescado Ciego,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+529988981670,529988981670,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/6175905687,https://www.google.com/maps/search/?api=1&query=El%20Pescado%20Ciego%20Canc%C3%BAn%20Mexico,Only Instagram/Facebook,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Los Hochos Del Bro,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 152 6215,529981526215,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/6247204086,https://www.google.com/maps/search/?api=1&query=Los%20Hochos%20Del%20Bro%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Taqueria Coapenitos,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+529988108699,529988108699,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/6374899385,https://www.google.com/maps/search/?api=1&query=Taqueria%20Coapenitos%20Canc%C3%BAn%20Mexico,Only Instagram/Facebook,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Mammamia!,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 179 8314,529981798314,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/9483567318,https://www.google.com/maps/search/?api=1&query=Mammamia%21%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Isla Contoy,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 884 0172,529988840172,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/10635050497,https://www.google.com/maps/search/?api=1&query=Isla%20Contoy%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
El Cejas,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 884 0401,529988840401,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/10635058216,https://www.google.com/maps/search/?api=1&query=El%20Cejas%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Zun Ha Restaurante Bar by Tsunami Azul,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+529985614105,529985614105,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/10681456405,https://www.google.com/maps/search/?api=1&query=Zun%20Ha%20Restaurante%20Bar%20by%20Tsunami%20Azul%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Konigs Bier Cancún,Restaurante boutique,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 753 6838,529987536838,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/13919126045,https://www.google.com/maps/search/?api=1&query=Konigs%20Bier%20Canc%C3%BAn%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Centro de Salud Urbano No. 9,Clínica estética,Mexico,Cancún,Zona Hotelera/Cumbres/Av. Bonampak,+52 998 843 1021,529988431021,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/way/1313810248,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Salud%20Urbano%20No.%209%20Canc%C3%BAn%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental Bravo,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 214 7244,527222147244,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/4632975523,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Bravo%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
La Papa,Restaurante boutique,Mexico,Metepec,Metepec/Toluca premium,+52 722 213 4209,527222134209,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/4740066751,https://www.google.com/maps/search/?api=1&query=La%20Papa%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Pizzería Vázquez,Restaurante boutique,Mexico,Metepec,Metepec/Toluca premium,+52 722 526 8914,527225268914,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/4749209471,https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%20V%C3%A1zquez%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Estética Alexandro,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 237 5991,527222375991,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/4869954692,https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Alexandro%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Amaranta,Restaurante boutique,Mexico,Metepec,Metepec/Toluca premium,+52 722 280 8265,527222808265,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/5329431823,https://www.google.com/maps/search/?api=1&query=Amaranta%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Dental Center,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 154 3815,527221543815,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/7843759432,https://www.google.com/maps/search/?api=1&query=Dental%20Center%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio dental del Angel,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 180 0772,527221800772,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/7853667002,https://www.google.com/maps/search/?api=1&query=Consultorio%20dental%20del%20Angel%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Y Farmacia Homeopática,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 480 8638,527224808638,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12505328664,https://www.google.com/maps/search/?api=1&query=Consultorio%20Y%20Farmacia%20Homeop%C3%A1tica%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Sante Du Corps,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 55 9170 5912,525591705912,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12508578468,https://www.google.com/maps/search/?api=1&query=Sante%20Du%20Corps%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Ms&ms Dental Clinic,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 213 1140,527222131140,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12511419000,https://www.google.com/maps/search/?api=1&query=Ms%26ms%20Dental%20Clinic%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Ube Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 238 7307,527222387307,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12511430990,https://www.google.com/maps/search/?api=1&query=Ube%20Dental%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Clean,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 158 1136,527221581136,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12512462239,https://www.google.com/maps/search/?api=1&query=Clean%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Grupo Medica Support,Óptica/Oftalmología premium,Mexico,Metepec,Metepec/Toluca premium,+52 722 301 7892,527223017892,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12516868148,https://www.google.com/maps/search/?api=1&query=Grupo%20Medica%20Support%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Clinica Medica San Juan,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 212 8436,527222128436,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12517039327,https://www.google.com/maps/search/?api=1&query=Clinica%20Medica%20San%20Juan%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Clinica De Rehabilitacion Fisica Sakti,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 634 8316,527226348316,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12517258980,https://www.google.com/maps/search/?api=1&query=Clinica%20De%20Rehabilitacion%20Fisica%20Sakti%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
El Divan De Freud,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 155 6811,527221556811,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12519435257,https://www.google.com/maps/search/?api=1&query=El%20Divan%20De%20Freud%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Dotor Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 272 2013,527222722013,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12519618820,https://www.google.com/maps/search/?api=1&query=Dotor%20Dental%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
Consultorio Dental Esquivel,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 350 7464,527223507464,valid_format_only,OpenStreetMap phone/contact:phone tag,medium,https://www.openstreetmap.org/node/12519644622,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Esquivel%20Metepec%20Mexico,No website found,valid_format_only; WhatsApp existence not yet verified,Run campaign03_verify_whatsapp.py before sending.
