priority,score,business_name,niche,city,zone,rating,reviews_count,website_status,problem_detected,phone,original_phone,normalized_phone,phone_status,normalization_notes,is_agency_number,is_duplicate,recommended_action,instagram,google_maps_url,demo_url,homepage_url,contact_person,status,notes
A,15,Consultorio Y Estetica Dental,Dental,Huixquilucan,Huixquilucan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5582842977,5582842977,525582842977,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Y%20Estetica%20Dental%20Huixquilucan%20Huixquilucan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12705368870). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,15,Dental Aesthetics,Dental,Huixquilucan,Huixquilucan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5552950272,5552950272,525552950272,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Dental%20Aesthetics%20Huixquilucan%20Huixquilucan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12527850953). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,15,Dental Ali,Dental,Huixquilucan,Huixquilucan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5562055230,5562055230,525562055230,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Dental%20Ali%20Huixquilucan%20Huixquilucan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12547869610). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,14,Walking Pet's Clínica Veterinaria,Veterinaria,Lomas de Zapopan,Lomas de Zapopan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+523314531319,+523314531319,523314531319,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Walking%20Pet%27s%20Cl%C3%ADnica%20Veterinaria%20Lomas%20de%20Zapopan%20Lomas%20de%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10132588003). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,14,Clinica Veterinaria Pegaso,Veterinaria,Santiago de Querétaro,Lomas del Marques,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+524422142573,+524422142573,524422142573,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20Pegaso%20Santiago%20de%20Quer%C3%A9taro%20Lomas%20del%20Marques,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/way/1314731347). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,La Casa de los Animales,Veterinaria,Mérida,Mérida,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+52 9991774818,+52 9991774818,529991774818,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=La%20Casa%20de%20los%20Animales%20M%C3%A9rida%20M%C3%A9rida,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/13937962901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Misión Animal,Veterinaria,Mérida,Mérida,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,9991833102,9991833102,529991833102,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Misi%C3%B3n%20Animal%20M%C3%A9rida%20M%C3%A9rida,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/4351769189). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Aztlan,Veterinaria,Querétaro,Querétaro,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+52 442 193 4702;+52 442 594 5747;+52 442 747 3148,+52 442 193 4702;+52 442 594 5747;+52 442 747 3148,524421934702,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Aztlan%20Quer%C3%A9taro%20Quer%C3%A9taro,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12787489346). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,PetSet,Veterinaria,Querétaro,Querétaro,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,442 495 8600,442 495 8600,524424958600,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=PetSet%20Quer%C3%A9taro%20Quer%C3%A9taro,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12563312901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Borzoi Clínica Veterinaria,Veterinaria,Zapopan,Zapopan,,,Only social/profile link found,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",+52 33 36735680,+52 33 36735680,523336735680,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Borzoi%20Cl%C3%ADnica%20Veterinaria%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/6141453852). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Charlotte Pets,Veterinaria,Zapopan,Zapopan,,,Only social/profile link found,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",+52 33 1815 1001,+52 33 1815 1001,523318151001,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Charlotte%20Pets%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/5908702042). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Clinica Veterinaria San Gabriel,Veterinaria,Zapopan,Zapopan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+52 3338323529,+52 3338323529,523338323529,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20San%20Gabriel%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10132628485). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Clinican,Veterinaria,Zapopan,Zapopan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+5213335690431,+5213335690431,523335690431,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Clinican%20Zapopan%20Zapopan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10132477783). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,14,Optica Mexico,Óptica premium,Huixquilucan,Huixquilucan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5552742443,5552742443,525552742443,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Optica%20Mexico%20Huixquilucan%20Huixquilucan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12542398348). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Optica Garcia,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522222478698,+522222478698,522222478698,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Optica%20Garcia%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10650467740). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Optica Gufer,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522222478080,+522222478080,522222478080,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Optica%20Gufer%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10624066608). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Optilent,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522224086790,+522224086790,522224086790,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Optilent%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10048342757). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Óptica Massari Cholula,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522212236020,+522212236020,522212236020,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Massari%20Cholula%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10281246916). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Óptica Simlares,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+522221782320,+522221782320,522221782320,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Simlares%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10281195233). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Óptica Mañe,Óptica premium,Mérida,Mérida,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,9999244493,9999244493,529999244493,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Ma%C3%B1e%20M%C3%A9rida%20M%C3%A9rida,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/4346735890). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Esqui crepas,Restaurante boutique,Huixquilucan,Huixquilucan,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,5516972096,5516972096,525516972096,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Esqui%20crepas%20Huixquilucan%20Huixquilucan,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9780291737). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Tori Sushi,Restaurante boutique,Querétaro,Lomas del Marques,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,442 245 5874,442 245 5874,524422455874,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Tori%20Sushi%20Quer%C3%A9taro%20Lomas%20del%20Marques,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/way/1315399901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Chef Silvano,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+52 818 338 1371,+52 818 338 1371,528183381371,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Chef%20Silvano%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10738664512). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,El Guayabi,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,Only social/profile link found,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",8125107257,8125107257,528125107257,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=El%20Guayabi%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9321296817). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
B,12,Tortillas Españolas Tillos,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,+528136011179,+528136011179,528136011179,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Tortillas%20Espa%C3%B1olas%20Tillos%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/7463779193). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
A,13,Terapias Orientales,Fisioterapia,Mérida,Mérida,,,No website found in public source,No se encontró sitio web oficial en la fuente pública consultada.,9991914209,9991914209,529991914209,valid_format_only,Normalizado como teléfono mexicano público; no implica que exista en WhatsApp.,no,no,Pasar a verificación manual de WhatsApp.,,https://www.google.com/maps/search/?api=1&query=Terapias%20Orientales%20M%C3%A9rida%20M%C3%A9rida,,https://nexo-local-studio-public.vercel.app,No público,ready_for_whatsapp_verification,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/13850807201). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.
