verification_status,business_name,niche,city,zone,original_phone,normalized_phone,wa_check_url,google_maps_url,phone_source,source_confidence,notes,verified_at
pending_manual_check,Consultorio Dental Unam,Dental,Huixquilucan,Huixquilucan,5519167672,525519167672,https://wa.me/525519167672,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Unam%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Consultorio Dental Velasco,Dental,Huixquilucan,Huixquilucan,5510090032,525510090032,https://wa.me/525510090032,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Velasco%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Consultorio Dental Visu Dent,Dental,Huixquilucan,Huixquilucan,5564624882,525564624882,https://wa.me/525564624882,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Visu%20Dent%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Consultorio Y Estetica Dental,Dental,Huixquilucan,Huixquilucan,5582842977,525582842977,https://wa.me/525582842977,https://www.google.com/maps/search/?api=1&query=Consultorio%20Y%20Estetica%20Dental%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Dental Aesthetics,Dental,Huixquilucan,Huixquilucan,5552950272,525552950272,https://wa.me/525552950272,https://www.google.com/maps/search/?api=1&query=Dental%20Aesthetics%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Dental Ali,Dental,Huixquilucan,Huixquilucan,5562055230,525562055230,https://wa.me/525562055230,https://www.google.com/maps/search/?api=1&query=Dental%20Ali%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Walking Pet's Clínica Veterinaria,Veterinaria,Lomas de Zapopan,Lomas de Zapopan,+523314531319,523314531319,https://wa.me/523314531319,https://www.google.com/maps/search/?api=1&query=Walking%20Pet%27s%20Cl%C3%ADnica%20Veterinaria%20Lomas%20de%20Zapopan%20Lomas%20de%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Clinica Veterinaria Pegaso,Veterinaria,Santiago de Querétaro,Lomas del Marques,+524422142573,524422142573,https://wa.me/524422142573,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20Pegaso%20Santiago%20de%20Quer%C3%A9taro%20Lomas%20del%20Marques,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,La Casa de los Animales,Veterinaria,Mérida,Mérida,+52 9991774818,529991774818,https://wa.me/529991774818,https://www.google.com/maps/search/?api=1&query=La%20Casa%20de%20los%20Animales%20M%C3%A9rida%20M%C3%A9rida,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Misión Animal,Veterinaria,Mérida,Mérida,9991833102,529991833102,https://wa.me/529991833102,https://www.google.com/maps/search/?api=1&query=Misi%C3%B3n%20Animal%20M%C3%A9rida%20M%C3%A9rida,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Aztlan,Veterinaria,Querétaro,Querétaro,+52 442 193 4702;+52 442 594 5747;+52 442 747 3148,524421934702,https://wa.me/524421934702,https://www.google.com/maps/search/?api=1&query=Aztlan%20Quer%C3%A9taro%20Quer%C3%A9taro,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,PetSet,Veterinaria,Querétaro,Querétaro,442 495 8600,524424958600,https://wa.me/524424958600,https://www.google.com/maps/search/?api=1&query=PetSet%20Quer%C3%A9taro%20Quer%C3%A9taro,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Borzoi Clínica Veterinaria,Veterinaria,Zapopan,Zapopan,+52 33 36735680,523336735680,https://wa.me/523336735680,https://www.google.com/maps/search/?api=1&query=Borzoi%20Cl%C3%ADnica%20Veterinaria%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Charlotte Pets,Veterinaria,Zapopan,Zapopan,+52 33 1815 1001,523318151001,https://wa.me/523318151001,https://www.google.com/maps/search/?api=1&query=Charlotte%20Pets%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Clinica Veterinaria San Gabriel,Veterinaria,Zapopan,Zapopan,+52 3338323529,523338323529,https://wa.me/523338323529,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20San%20Gabriel%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Clinican,Veterinaria,Zapopan,Zapopan,+5213335690431,523335690431,https://wa.me/523335690431,https://www.google.com/maps/search/?api=1&query=Clinican%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Optica Mexico,Óptica premium,Huixquilucan,Huixquilucan,5552742443,525552742443,https://wa.me/525552742443,https://www.google.com/maps/search/?api=1&query=Optica%20Mexico%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Optica Garcia,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522222478698,522222478698,https://wa.me/522222478698,https://www.google.com/maps/search/?api=1&query=Optica%20Garcia%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Optica Gufer,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522222478080,522222478080,https://wa.me/522222478080,https://www.google.com/maps/search/?api=1&query=Optica%20Gufer%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Optilent,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522224086790,522224086790,https://wa.me/522224086790,https://www.google.com/maps/search/?api=1&query=Optilent%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Óptica Massari Cholula,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522212236020,522212236020,https://wa.me/522212236020,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Massari%20Cholula%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Óptica Simlares,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522221782320,522221782320,https://wa.me/522221782320,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Simlares%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Óptica Mañe,Óptica premium,Mérida,Mérida,9999244493,529999244493,https://wa.me/529999244493,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Ma%C3%B1e%20M%C3%A9rida%20M%C3%A9rida,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Esqui crepas,Restaurante boutique,Huixquilucan,Huixquilucan,5516972096,525516972096,https://wa.me/525516972096,https://www.google.com/maps/search/?api=1&query=Esqui%20crepas%20Huixquilucan%20Huixquilucan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Tori Sushi,Restaurante boutique,Querétaro,Lomas del Marques,442 245 5874,524422455874,https://wa.me/524422455874,https://www.google.com/maps/search/?api=1&query=Tori%20Sushi%20Quer%C3%A9taro%20Lomas%20del%20Marques,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Chef Silvano,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,+52 818 338 1371,528183381371,https://wa.me/528183381371,https://www.google.com/maps/search/?api=1&query=Chef%20Silvano%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,El Guayabi,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,8125107257,528125107257,https://wa.me/528125107257,https://www.google.com/maps/search/?api=1&query=El%20Guayabi%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Tortillas Españolas Tillos,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,+528136011179,528136011179,https://wa.me/528136011179,https://www.google.com/maps/search/?api=1&query=Tortillas%20Espa%C3%B1olas%20Tillos%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Terapias Orientales,Fisioterapia,Mérida,Mérida,9991914209,529991914209,https://wa.me/529991914209,https://www.google.com/maps/search/?api=1&query=Terapias%20Orientales%20M%C3%A9rida%20M%C3%A9rida,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Fisiointegrate Fisioterapia y Rehabilitación,Fisioterapia,Querétaro,Querétaro,4427134198,524427134198,https://wa.me/524427134198,https://www.google.com/maps/search/?api=1&query=Fisiointegrate%20Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Quer%C3%A9taro%20Quer%C3%A9taro,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,KLEB,Fisioterapia,"cholula, puebla","cholula, puebla",+522221971107,522221971107,https://wa.me/522221971107,https://www.google.com/maps/search/?api=1&query=KLEB%20cholula%2C%20puebla%20cholula%2C%20puebla,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Ar Centro De Rehabilitacion Ortepedia Y Deporte,Fisioterapia,Ciudad de México,Ciudad de México,5536933739,525536933739,https://wa.me/525536933739,https://www.google.com/maps/search/?api=1&query=Ar%20Centro%20De%20Rehabilitacion%20Ortepedia%20Y%20Deporte%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Fisio And Health,Fisioterapia,Ciudad de México,Ciudad de México,5552928989,525552928989,https://wa.me/525552928989,https://www.google.com/maps/search/?api=1&query=Fisio%20And%20Health%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,"Caamal, Caamal",Abogado migratorio,Mérida,Mérida,(999) 925 8824,529999258824,https://wa.me/529999258824,https://www.google.com/maps/search/?api=1&query=Caamal%2C%20Caamal%20M%C3%A9rida%20M%C3%A9rida,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,CyC Abogados,Abogado migratorio,Ciudad de México,Ciudad de México,5557634946,525557634946,https://wa.me/525557634946,https://www.google.com/maps/search/?api=1&query=CyC%20Abogados%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Despacho Villalba Finanzas Integrales,Abogado migratorio,Ciudad de México,Ciudad de México,5524193726,525524193726,https://wa.me/525524193726,https://www.google.com/maps/search/?api=1&query=Despacho%20Villalba%20Finanzas%20Integrales%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Nutrición Cholula San Pedro Cholula!,Nutrición premium,Cholula de Rivadavia,Cholula de Rivadavia,+522229609748,522229609748,https://wa.me/522229609748,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20Cholula%20San%20Pedro%20Cholula%21%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Nutrition Club House,Nutrición premium,Zapopan,Zapopan,+52-33-10704170,523310704170,https://wa.me/523310704170,https://www.google.com/maps/search/?api=1&query=Nutrition%20Club%20House%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,Arkos Arquitectura,Arquitectura/interiorismo,Zapopan,Zapopan,+52-33-33618008,523333618008,https://wa.me/523333618008,https://www.google.com/maps/search/?api=1&query=Arkos%20Arquitectura%20Zapopan%20Zapopan,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
pending_manual_check,DIMAStudio Diseño y Arquitectura,Arquitectura/interiorismo,Guadalajara,Arcos Vallarta,3331564296,523331564296,https://wa.me/523331564296,https://www.google.com/maps/search/?api=1&query=DIMAStudio%20Dise%C3%B1o%20y%20Arquitectura%20Guadalajara%20Arcos%20Vallarta,OpenStreetMap public phone/contact:phone,medium,Validar manualmente que WhatsApp abra un chat real antes de generar envío.,
