business_name,niche,city,zone,original_phone,normalized_phone,phone_source,google_maps_url,website_url,instagram,source_confidence,source_issue,recommended_action
Walking Pet's Clínica Veterinaria,Veterinaria,Lomas de Zapopan,Lomas de Zapopan,+523314531319,523314531319,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Walking%20Pet%27s%20Cl%C3%ADnica%20Veterinaria%20Lomas%20de%20Zapopan%20Lomas%20de%20Zapopan,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Clinica Veterinaria Pegaso,Veterinaria,Santiago de Querétaro,Lomas del Marques,+524422142573,524422142573,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20Pegaso%20Santiago%20de%20Quer%C3%A9taro%20Lomas%20del%20Marques,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
La Casa de los Animales,Veterinaria,Mérida,Mérida,+52 9991774818,529991774818,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=La%20Casa%20de%20los%20Animales%20M%C3%A9rida%20M%C3%A9rida,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Misión Animal,Veterinaria,Mérida,Mérida,9991833102,529991833102,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Misi%C3%B3n%20Animal%20M%C3%A9rida%20M%C3%A9rida,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Aztlan,Veterinaria,Querétaro,Querétaro,+52 442 193 4702;+52 442 594 5747;+52 442 747 3148,524421934702,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Aztlan%20Quer%C3%A9taro%20Quer%C3%A9taro,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
PetSet,Veterinaria,Querétaro,Querétaro,442 495 8600,524424958600,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=PetSet%20Quer%C3%A9taro%20Quer%C3%A9taro,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Borzoi Clínica Veterinaria,Veterinaria,Zapopan,Zapopan,+52 33 36735680,523336735680,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Borzoi%20Cl%C3%ADnica%20Veterinaria%20Zapopan%20Zapopan,https://www.facebook.com/borzoivet/,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Charlotte Pets,Veterinaria,Zapopan,Zapopan,+52 33 1815 1001,523318151001,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Charlotte%20Pets%20Zapopan%20Zapopan,https://www.facebook.com/Charlotte-Pets-355343257949398/,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Clinica Veterinaria San Gabriel,Veterinaria,Zapopan,Zapopan,+52 3338323529,523338323529,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20San%20Gabriel%20Zapopan%20Zapopan,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Clinican,Veterinaria,Zapopan,Zapopan,+5213335690431,523335690431,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Clinican%20Zapopan%20Zapopan,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Optica Mexico,Óptica premium,Huixquilucan,Huixquilucan,5552742443,525552742443,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Optica%20Mexico%20Huixquilucan%20Huixquilucan,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Optica Garcia,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522222478698,522222478698,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Optica%20Garcia%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Optica Gufer,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522222478080,522222478080,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Optica%20Gufer%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Optilent,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522224086790,522224086790,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Optilent%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Óptica Massari Cholula,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522212236020,522212236020,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Massari%20Cholula%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Óptica Simlares,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,+522221782320,522221782320,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Simlares%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Óptica Mañe,Óptica premium,Mérida,Mérida,9999244493,529999244493,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Ma%C3%B1e%20M%C3%A9rida%20M%C3%A9rida,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Esqui crepas,Restaurante boutique,Huixquilucan,Huixquilucan,5516972096,525516972096,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Esqui%20crepas%20Huixquilucan%20Huixquilucan,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Tori Sushi,Restaurante boutique,Querétaro,Lomas del Marques,442 245 5874,524422455874,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Tori%20Sushi%20Quer%C3%A9taro%20Lomas%20del%20Marques,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Chef Silvano,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,+52 818 338 1371,528183381371,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Chef%20Silvano%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
El Guayabi,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,8125107257,528125107257,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=El%20Guayabi%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,http://www.facebook.com/elguayabomty,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Tortillas Españolas Tillos,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,+528136011179,528136011179,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Tortillas%20Espa%C3%B1olas%20Tillos%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Terapias Orientales,Fisioterapia,Mérida,Mérida,9991914209,529991914209,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Terapias%20Orientales%20M%C3%A9rida%20M%C3%A9rida,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Fisiointegrate Fisioterapia y Rehabilitación,Fisioterapia,Querétaro,Querétaro,4427134198,524427134198,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Fisiointegrate%20Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Quer%C3%A9taro%20Quer%C3%A9taro,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
KLEB,Fisioterapia,"cholula, puebla","cholula, puebla",+522221971107,522221971107,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=KLEB%20cholula%2C%20puebla%20cholula%2C%20puebla,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Ar Centro De Rehabilitacion Ortepedia Y Deporte,Fisioterapia,Ciudad de México,Ciudad de México,5536933739,525536933739,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Ar%20Centro%20De%20Rehabilitacion%20Ortepedia%20Y%20Deporte%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Fisio And Health,Fisioterapia,Ciudad de México,Ciudad de México,5552928989,525552928989,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Fisio%20And%20Health%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
"Caamal, Caamal",Abogado migratorio,Mérida,Mérida,(999) 925 8824,529999258824,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Caamal%2C%20Caamal%20M%C3%A9rida%20M%C3%A9rida,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
CyC Abogados,Abogado migratorio,Ciudad de México,Ciudad de México,5557634946,525557634946,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=CyC%20Abogados%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Despacho Villalba Finanzas Integrales,Abogado migratorio,Ciudad de México,Ciudad de México,5524193726,525524193726,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Despacho%20Villalba%20Finanzas%20Integrales%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Nutrición Cholula San Pedro Cholula!,Nutrición premium,Cholula de Rivadavia,Cholula de Rivadavia,+522229609748,522229609748,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20Cholula%20San%20Pedro%20Cholula%21%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Nutrition Club House,Nutrición premium,Zapopan,Zapopan,+52-33-10704170,523310704170,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Nutrition%20Club%20House%20Zapopan%20Zapopan,https://www.facebook.com/proteinclubprissyadrian,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
Arkos Arquitectura,Arquitectura/interiorismo,Zapopan,Zapopan,+52-33-33618008,523333618008,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=Arkos%20Arquitectura%20Zapopan%20Zapopan,https://www.facebook.com/Arkos-Arquitectura-1489198988060107/,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
DIMAStudio Diseño y Arquitectura,Arquitectura/interiorismo,Guadalajara,Arcos Vallarta,3331564296,523331564296,OpenStreetMap public phone/contact:phone,https://www.google.com/maps/search/?api=1&query=DIMAStudio%20Dise%C3%B1o%20y%20Arquitectura%20Guadalajara%20Arcos%20Vallarta,,,medium,valid_format_only_not_whatsapp_verified,Verificar manualmente en WhatsApp con wa.me sin mensaje antes de contactar.
